Symbol	Type	Valence	Arousal	Dominance
exterminator	word	3.19	5.13	4.62
external	word	5.37	3	5.5
extinct	word	2.74	4.55	3.42
extinction	word	3.1	5	3.04
extinguish	word	4.65	4.91	5.47
extinguisher	word	4.76	4.43	5.95
extort	word	3.19	4.48	3.48
extortion	word	2.15	4.56	3.05
extra	word	6.39	2.9	5.72
extract	word	5.15	3.45	6.18
extraction	word	3.86	5.2	5.62
extracurricular	word	6.1	4.33	6.77
extradition	word	3.68	3.45	4.17
extraordinaire	word	6.84	5.88	6.55
extraordinary	word	7.45	4.22	6.85
extraterrestrial	word	5.6	5.86	4.38
extravagance	word	5.74	5.4	5.79
extravagant	word	6.32	5.25	5.59
extravaganza	word	6.89	5.52	5.83
extreme	word	5.65	6.18	5.88
extremity	word	4.64	4.86	5.64
eye	word	6.18	3.95	5.72
eyeball	word	5.67	3.86	5.19
eyebrow	word	5.26	2.91	5.33
eyeful	word	5.29	5.15	5.4
eyeglasses	word	5.09	3.39	5.68
eyelash	word	5.45	2.61	5.05
eyeliner	word	6.42	3.67	5.46
eyes	word	6.57	3.18	5.94
eyesight	word	6.14	3.52	6.28
eyewitness	word	4.47	4.73	5.5
fable	word	5.75	4.09	5.9
fabled	word	5.79	4.61	4.74
fabric	word	6.05	2.4	5.8
fabrication	word	4	4.11	5.8
fabulous	word	7.84	5.15	7.25
facade	word	4.63	3.62	4.91
face	word	6.36	4.59	5.96
faceless	word	2.58	4.1	3.91
facial	word	6.24	4.55	6.09
facilitate	word	4.63	3.62	6.58
facility	word	5.33	4	5.03
fact	word	6.23	3.29	6
faction	word	5.11	4.1	4.52
factor	word	4.9	3.6	4.68
factory	word	4.95	3	5.09
factual	word	5.89	3.18	7.13
faculty	word	5.63	4.86	4.87
fad	word	4.55	3.83	4.71
fade	word	4.65	3.2	4.63
fag	word	2.05	5.32	3.09
faggot	word	2.32	5.68	3.63
fail	word	2.33	5.5	4.74
failure	word	2.15	5	5.04
faint	word	4	3.74	3.5
fair	word	7.14	3.29	6.12
fairness	word	7.48	4.54	6.45
fairway	word	4.81	3.38	5.76
fairy	word	6.71	5.04	6.38
faith	word	6.44	3.4	5.5
faithful	word	7.95	4.48	7.29
faithless	word	3.57	4.1	4.57
fake	word	2.62	5.15	4.47
faker	word	2.76	3.96	4.33
falafel	word	5.52	3.68	4.76
falcon	word	5.5	5	5.29
fall	word	3.89	4.24	3.83
fallacy	word	4	4	3.96
fallback	word	4.81	3.72	4.94
fallopian	word	4.59	3.61	5.37
fallout	word	2.84	4.55	3.45
fallow	word	4.43	3.48	5.21
false	word	3.27	5.23	4.7
fame	word	5.45	4.63	6.27
famed	word	5.33	3.9	4.71
familiar	word	6.19	2.5	7.21
familiarity	word	6.8	2.67	6.62
family	word	7.25	4.35	5.98
famine	word	2.95	6.1	3.09
famished	word	4.47	6.43	4.3
famous	word	5.89	4.2	5.4
fan	word	6.81	3.7	6.05
fanatic	word	4.67	6.17	4.31
fanatical	word	3.86	5.87	3.83
fanciful	word	7.05	4.81	6.76
fancy	word	7.43	5.42	7.16
fanfare	word	5.3	4.91	6
fang	word	4.62	4.12	5.55
fantasize	word	7	5	6.65
fantastic	word	8.36	6.4	7.21
fantasy	word	7.15	6.18	6.35
faraway	word	4.7	3.44	5.08
farce	word	4.33	3.96	3.68
fare	word	4.86	2.3	4
farewell	word	3.43	4.2	4.67
farm	word	6.22	3.05	6.08
farmer	word	6.14	3.67	6.1
farmhouse	word	5.81	3.5	4.77
farming	word	5.47	3.25	5.83
farmland	word	6.58	3.14	5.67
fart	word	4.05	4.74	3.69
fascinate	word	7	6.1	6.32
fascinating	word	7.37	5.14	6.17
fascination	word	7.25	5.08	6
fascism	word	2.5	5.1	3.05
fascist	word	3.1	4.74	3.88
fashion	word	5.26	5.25	5.6
fashionable	word	7.33	4.05	5.68
fastball	word	5.7	6.1	5.42
fasten	word	5.63	4	7.14
fat	word	2.74	3.89	4
fatal	word	2	6.79	3.54
fatality	word	2.85	6.05	3.69
fate	word	5.38	5.2	5.53
fated	word	4.43	3.85	2.55
fateful	word	5	4.5	4.8
fathead	word	3.47	5	4.32
father	word	6.88	3.68	5.19
fatherhood	word	6.77	4.57	5.61
fatherland	word	5.1	3.57	5.56
fatherly	word	6.53	3.54	6.61
fathom	word	5.21	4.71	4.3
fatigue	word	3.64	3.26	4.05
fatigued	word	2.89	3.78	4.33
fatso	word	2.68	5.33	4
fatten	word	3.89	3.39	4.65
fatty	word	2.38	3.35	3.5
faucet	word	5.55	3.53	6.31
fault	word	3.53	4.02	4.02
faulty	word	3.48	4.68	4.42
faun	word	5.1	4.18	5.47
fauna	word	6.05	3.25	6
faux	word	4.25	3.57	4.52
favor	word	6.67	4.61	6.24
favorable	word	6.9	4.59	6.78
favorite	word	7.39	4.4	7
favoritism	word	4.81	5.15	4.83
fawn	word	6.15	3.92	5.73
fax	word	5.24	3.37	5.67
faze	word	4.82	3.91	5.45
fear	word	2.93	6.14	3.32
fearful	word	2.66	5.45	3.12
fearless	word	5.81	4.05	6.93
fearsome	word	3.32	5.45	3.58
feasible	word	5.84	4.2	6.79
feast	word	7.57	5.26	6.21
feat	word	6	4	6.19
feather	word	6.3	3.29	5.97
feathered	word	6.29	3.36	5.84
feature	word	5.6	3.91	6.26
fecal	word	2.4	4.52	4.2
feces	word	2.23	4.35	4.53
federal	word	3.06	4.45	2.76
federation	word	4.68	3.55	5.35
fee	word	2.86	4.08	4.12
feeble	word	3.87	3.68	3.53
feed	word	6.95	4.55	6.79
feedback	word	5.91	4.17	5.58
feeder	word	5.18	4.22	4.95
feel	word	6.27	4.05	5.5
feeling	word	6.5	3.86	6.5
feign	word	4.45	3.72	5.05
feisty	word	5.76	6.3	6.11
feline	word	6.86	3.58	5.86
feller	word	4.82	3.14	4.5
fellow	word	6.28	3.05	6
fellowship	word	6.43	2.91	5.94
felon	word	2.2	4.95	3.36
felony	word	2.42	4.95	4.31
female	word	7.52	5.9	6.42
feminine	word	7.33	4.32	5.09
femininity	word	6.25	4.48	5.86
feminist	word	4.26	3.89	5.12
femme	word	6.17	4.4	4.84
femoral	word	4.5	4.28	4.52
femur	word	4.55	3.06	5.25
fence	word	5.05	2.7	5.2
fencing	word	5.17	3.86	5.9
fend	word	4.82	4.74	5.86
fender	word	5.11	3.25	5.06
fennel	word	5.35	3.59	6.29
fern	word	6.52	3.15	4.67
ferocious	word	3.21	6.67	3.96
ferret	word	4.89	4.11	4.25
ferry	word	6.3	2.71	5.43
ferryboat	word	5.86	4.1	5.28
fertile	word	7	5.41	4.92
fertility	word	5.85	4.72	4.55
fertilize	word	5.45	4.27	6.52
fertilizer	word	4.45	3.45	5.63
fess	word	3.57	3.43	5
fest	word	6.57	4.78	5.23
festival	word	6.84	5.86	5.6
festive	word	7.14	5.67	6.55
fetal	word	3.95	4.36	4.17
fetch	word	5.32	4.05	5.6
fetish	word	5	4.67	4.8
fetus	word	4.74	4.24	4.6
feud	word	4.04	5.1	4.25
fever	word	2.92	5.02	3.12
feverish	word	3.09	5.35	3.79
fiancee	word	7.14	5.04	6.05
fiasco	word	4.05	5.28	3
fib	word	3.15	5.6	4.68
fiber	word	5.42	3.58	5.36
fiberglass	word	4.37	2.59	4.61
fibrosis	word	3.26	4.1	4.87
fickle	word	4.75	5.25	4.46
fiction	word	6.47	4.7	6.45
fictional	word	5.95	3.61	5.89
fictitious	word	5.85	4.38	4.64
fiddle	word	5.05	4.05	4.85
fiddler	word	5.62	3.87	5.94
fidelity	word	6.7	3.83	6.68
field	word	5.73	3.84	5.74
field hockey	word	4.86	3.5	5.41
fielder	word	4.72	4.19	5.22
fiend	word	3.77	5.18	3.9
fiendish	word	3.95	4.72	3.89
fierce	word	4	5.7	5.7
fiery	word	5.7	5.64	5.89
fiesta	word	6.72	6.22	5.29
fifteen	word	4.94	3.65	4.76
fifty	word	4.74	3.45	5.9
fig	word	5.23	4.22	6.05
fight	word	3.54	6.33	4.68
fighter	word	5.1	5.3	6.42
figment	word	5	4.35	5
figure	word	5.09	3.67	5.39
file	word	5.44	3.4	4.61
filet	word	6.14	3.18	5.14
fill	word	5.56	3.35	6.78
filler	word	4.9	3.89	5.85
fillet	word	6.7	4.62	5.35
filly	word	5.05	2.92	4.47
film	word	6.33	4.1	6.17
filmmaker	word	5.48	3.96	5.72
filter	word	5.5	3.62	5.62
filth	word	2.62	4.09	4.07
filthy	word	3.42	4.65	4.46
filtration	word	5.55	4.17	5.71
fin	word	5.27	4.45	5.45
final	word	4.56	4.4	3.94
finale	word	5.26	4.27	5.65
finalist	word	6.24	3.3	5.78
finality	word	4.43	4.18	4.52
finalize	word	5.6	4.85	5.78
finance	word	4.81	5.6	4.57
financial	word	5	4.55	4.82
finch	word	4.74	3.52	5
find	word	6.45	3.52	6.24
finder	word	5.77	4.35	5.79
fine	word	6.5	3.86	5.78
finesse	word	6	3.86	6.58
finger	word	5.8	4.15	5.32
fingernail	word	5.57	3.5	4.73
fingerprint	word	5.25	3.29	4.56
finish	word	6.41	3.81	6.44
finite	word	5.68	4.43	4.79
fir	word	5	3	5.5
fire	word	4.32	6.05	4.57
firearm	word	4	4.54	5.89
fireball	word	3.71	6.13	4.19
firecracker	word	5.7	6.67	4.64
firefight	word	4.32	5.5	5
firefighter	word	6.6	4.94	5.14
firefly	word	7.05	4.85	5.27
firehouse	word	5.16	4.73	4.58
firelight	word	6.38	3.58	5.55
fireman	word	6.47	4.52	5
fireplace	word	5.95	5.2	5.56
firepower	word	5.84	5.91	6.26
fireside	word	6	4	5.64
firewall	word	4.43	4.91	4.76
firewood	word	6.09	4.58	5.95
fireworks	word	6.8	6.05	5.61
firm	word	5.36	4.3	6.58
firmament	word	5.1	3.65	5
first	word	7.33	4.9	6.38
firstborn	word	6.65	5.65	5.24
fiscal	word	4.15	4.05	5.23
fish	word	6.42	3.33	6.08
fisherman	word	5.42	4.06	5.47
fishing	word	7.05	3.6	6.33
fishing boat	word	6.21	3.14	5.4
fishy	word	4.2	3.11	3.59
fissure	word	4.3	4.18	4.59
fist	word	2.95	4.85	4.95
fistfight	word	4	6.23	4.43
fistful	word	5.4	4.1	4.76
fit	word	6.28	4.35	6.11
fitness	word	6.45	5.32	6.96
five	word	5.4	3.55	5.65
fiver	word	5.24	4.87	4.3
fix	word	6.11	3.6	6.72
fixable	word	6.84	3.48	6.52
fixation	word	4.11	4.11	3.73
fixer	word	6.39	2.67	6.7
fixture	word	5.05	2.9	5.5
fizz	word	5.38	4.57	5.94
fjord	word	5.53	3.19	4.2
flabby	word	3.39	3.39	4.81
flaccid	word	3.55	3.14	4.84
flag	word	6.1	3.74	5.56
flagpole	word	5.11	3.19	5.05
flagrant	word	4	4.91	4.63
flagship	word	5.45	3.57	5.12
flagstaff	word	5.5	3.9	4.97
flair	word	5.89	4.32	6.09
flak	word	4.55	4.64	5.29
flake	word	4.58	3.48	4.11
flaky	word	3.58	3.5	3.65
flamboyant	word	5	5.52	5.15
flame	word	5.9	6.6	4.64
flamethrower	word	5.27	6	4.59
flaming	word	4.64	5.95	4.67
flamingo	word	6.74	4.59	6.19
flammable	word	4.25	5.95	4.54
flan	word	5.86	3.19	6.23
flank	word	4.95	3.91	5.58
flannel	word	5.55	2.32	4.68
flap	word	5.74	3.45	4.58
flare	word	5.4	4.86	5.84
flares	word	4.57	5.18	5
flash	word	5.53	5.38	4.94
flashback	word	5	4.71	4.18
flashlight	word	6	4.04	6.06
flashy	word	4.85	5.77	5.78
flask	word	5.5	4.24	5.17
flat	word	4.43	3.04	4
flatbed	word	4.86	3.38	5.43
flatfoot	word	4.33	3.1	4.32
flatten	word	5.24	3.52	5.53
flatter	word	6.1	4.61	6
flattered	word	6.32	5.14	5.95
flattering	word	7.14	4.92	6.36
flattery	word	5.74	5.1	5.91
flatulence	word	3.79	5.95	4.35
flaunt	word	4.39	4.15	5.17
flavor	word	6.45	4.41	6.95
flaw	word	4.1	3.84	4.21
flawed	word	3.74	4.18	5.11
flawless	word	7.05	4.05	6.55
flea	word	3	3	4.42
fleabag	word	3.4	4.35	4.32
flee	word	3.84	4.95	5
fleece	word	5.79	3.71	5.64
fleet	word	5.4	4.43	6.24
flesh	word	5.2	4.11	5.29
fleshy	word	4.89	5.3	3.95
flex	word	5.32	4.8	6.04
flexibility	word	6.9	4.5	6.73
flexible	word	6.74	4.45	6.68
flick	word	5.41	4.31	6.46
flicker	word	5.5	5.15	5.38
flier	word	4.19	4.43	4.85
flight	word	6.11	4.2	5.33
flighty	word	4.9	4.88	4.32
flimsy	word	4	3.77	4.2
flinch	word	4	5.28	4.12
fling	word	5.68	4.95	6.1
flip	word	5.6	4.62	5.32
flip flop	word	4.76	4.04	5.1
flipper	word	5.84	3.05	5.15
flipping	word	5.33	3.95	5
flirt	word	6.73	5.93	5.8
flirtation	word	5.78	6.29	5.78
flirty	word	6.52	5.91	5.56
float	word	6.42	3.1	5.91
floater	word	4.2	3.06	4.33
flock	word	5.25	3.48	5.38
flood	word	2.76	5.31	3.16
floor	word	5.14	3.33	6.39
flooring	word	5.32	3	6
floozy	word	3.95	4.89	4.38
flop	word	3.95	3.41	4.79
floppy	word	4.61	4.45	4.65
floral	word	7.42	2.73	5.15
florist	word	6.55	3.19	5.82
floss	word	5	3.48	5.69
flotation	word	5.6	3.61	4.71
flounder	word	5.32	4	4.32
flour	word	5.25	3.26	5.86
flourish	word	7.21	5.22	6.17
flow	word	5.68	3.71	5.4
flower	word	7.3	3.67	6.43
flowery	word	7.47	3.81	5.57
flu	word	2.58	4	2.8
flue	word	4.45	2.86	4.32
fluent	word	6.53	3.9	5.74
fluff	word	6.18	3.54	6.12
fluffy	word	7.11	3.45	6.11
fluid	word	5.05	4.04	5.75
fluke	word	4.3	4.94	3.58
flunk	word	1.95	3.72	4.23
flunky	word	2.89	3.15	4.95
fluorescent	word	5.16	3.85	5.15
flurry	word	5.68	4.18	5.25
flush	word	4.67	4.35	5.62
flute	word	6.29	3.72	5.84
flutter	word	5.7	4.86	5.37
flux	word	4.17	4.18	4.79
fly	word	6.06	4.9	5.28
flyboy	word	4.7	4.33	4.97
flyer	word	4.95	3.76	5.4
foam	word	5.25	2.9	5.1
focal	word	4.85	3.94	6.41
focus	word	6.48	4.45	6.84
foe	word	3.15	4.71	3.82
fog	word	5.77	3.67	4.05
foggy	word	4.65	3.68	4.21
foil	word	4.57	3.7	5.04
fold	word	5.19	3	6.67
folder	word	5.7	2.33	5.42
foliage	word	5.68	4.25	6.21
folk	word	6.17	2.45	6
folklore	word	6.32	4.1	4.85
follow	word	4.82	3.76	4.81
follower	word	4.86	3.4	4.58
folly	word	4.11	4.56	3.65
fond	word	6.79	3.26	6.42
fondle	word	4.32	5.18	4.88
fondness	word	7.68	3.55	6.82
fondue	word	6	3.71	6.5
font	word	5.09	3.38	6.45
food	word	7.52	4.69	6.08
fool	word	3.56	4.86	2.94
foolhardy	word	3.86	5.05	4.71
foolish	word	3	4.57	3.9
foolishness	word	4.1	4.6	4.26
foolproof	word	5.82	4.36	6
foot	word	4.68	2.77	5.97
foot stool	word	5.27	3.41	5.37
footage	word	5.33	3.12	5.71
football	word	6.52	5.65	5.42
foothold	word	5.2	3.83	5.1
footing	word	5.13	2.95	5.57
footlocker	word	5.05	4.25	5.27
footloose	word	6.05	4.62	5.38
footprint	word	6	2.96	6.37
footwear	word	6.43	4	5.18
footwork	word	5.74	3.96	5.58
forbid	word	2.82	4.85	4.48
forbidding	word	3.82	5.05	3.57
force	word	4.17	5.35	4.22
forceful	word	3.7	5.36	5.53
forceps	word	3.8	4.57	5.86
forces	word	5.58	4.33	5.48
ford	word	5.79	2.85	6
fore	word	5.05	4.32	5.52
forearm	word	5.58	3.75	6.35
foreboding	word	3.53	5.3	3.48
forecast	word	4.89	3.7	4.73
foreclose	word	2	6	2.92
foreclosure	word	1.75	5.9	3.08
forefront	word	4.95	4.69	6.08
forego	word	4.89	4.33	5.32
foregone	word	5.06	3.32	4.16
foreground	word	5.47	2.68	5.11
forehead	word	5.04	3.14	6.5
foreign	word	4.86	5.43	4.79
foreigner	word	4.68	3.24	4.33
foreman	word	4.89	3.55	5.08
foremost	word	5.27	3.81	6.04
forensic	word	4.42	5.06	4.75
forensics	word	5.86	4.36	5.14
foreplay	word	6.4	6.71	5.92
foresee	word	5.67	3.64	6.05
foresight	word	5.79	3.5	6.13
forest	word	6.68	4.44	5.71
forevermore	word	6.48	4.3	5
forfeit	word	3.68	4.74	4.43
forge	word	5	4.16	5.55
forger	word	3.95	5.05	4.71
forgery	word	2.6	4.86	3.4
forget	word	3.73	4.43	3.5
forgetful	word	3.59	4.45	4.45
forgetfulness	word	3.8	4.55	4.19
forgive	word	7.06	3.62	6.44
forgiveness	word	6.86	4.04	6.26
forgiving	word	6.74	3.95	6.45
fork	word	5.47	3.35	6.02
forklift	word	4.74	4.17	5
forlorn	word	3.95	4.08	3.73
form	word	5.64	3.85	6.47
formal	word	5.37	4.48	5.61
formaldehyde	word	2.9	3.85	3.59
formality	word	4.9	3.45	5.68
format	word	5.19	2.73	4.81
formation	word	5.58	4	5
formidable	word	5.52	3.96	5.56
formula	word	5.3	3.61	4.73
formulate	word	5.22	2.64	5.46
fornicate	word	4.67	5.43	5.62
fornication	word	5.95	6.65	6.59
forsake	word	3.58	3.32	4.05
forte	word	5.7	3.57	6.42
forthcoming	word	5.1	4.09	6
forthright	word	6.3	3.43	5.8
fortitude	word	6.26	4.59	6.75
fortnight	word	5.5	3.05	5.56
fortress	word	4.82	3.77	6.55
fortuitous	word	6.55	5.05	6.12
fortunate	word	7.33	3.81	5.83
fortune	word	7.24	5.8	6.68
forty	word	5	3.32	5.89
forum	word	5.05	4.47	5.48
forwarding	word	5.23	3.73	6
fossil	word	6	4.1	4.75
foul	word	3	4.09	4.11
foundation	word	5.86	2.41	6.41
founder	word	5.45	3.95	5.69
founding	word	5.42	2.75	5.36
foundry	word	5.32	3.23	4.96
fountain	word	6.26	3.1	5.9
four	word	5.26	3.39	5.65
foursome	word	4.14	5.17	5.29
fourteen	word	5.42	3.62	5.32
fowl	word	4.57	4.05	5.8
fox	word	5.52	4.36	5.5
foxhole	word	5.35	5	5.1
foxtrot	word	5.83	5	5.54
foxy	word	6	4.75	5.3
foyer	word	5.95	3.55	5.54
fraction	word	5.21	3.95	5.09
fracture	word	3.62	5.27	4.2
fragile	word	4.67	3.05	4
fragment	word	4.59	3.55	4.8
fragrance	word	6.67	4.72	6.56
fragrant	word	7.05	4.85	6
frail	word	3.55	2.65	3.04
frame	word	5.32	4.04	5.78
framework	word	5.74	3.11	5.77
franc	word	5.21	3.71	5.12
franchise	word	5	4.1	5.48
frantic	word	3.79	5.39	3.59
frat	word	4.29	3.64	4.63
fraternity	word	4.89	4.64	5.41
fraud	word	2.05	5.18	3.48
fraught	word	2.94	4.32	4.05
fray	word	4.26	4.5	4.12
frayed	word	4.05	3.2	4.6
freak	word	3.73	6.3	5.11
freakish	word	3.71	5.12	4.86
freaky	word	4.26	6.05	4.21
freckle	word	5.53	3.36	4.43
free	word	8.25	5.38	6.5
freebie	word	7.3	6.1	6.05
freedom	word	7.72	5.67	7.37
freelance	word	6.05	4.2	6
freelancer	word	5.89	4.05	5.96
freeman	word	6.62	4.42	6.41
freestyle	word	6.42	5.45	6.26
freeway	word	5.32	4.67	4.96
freeze	word	4.64	4	5.89
freezer	word	5.32	2.7	5.12
freezing	word	3.33	5.84	4.16
freight	word	4.21	3.78	4.8
freighter	word	4.83	3.7	5.16
french horn	word	5.95	4.05	5.83
frenzy	word	4.2	5.96	4
frequency	word	5.19	4.87	5.62
frequent	word	5.57	4.05	5.88
fresh	word	6.67	2.35	6.28
freshen	word	6.56	4.68	7.25
freshener	word	5.71	4.17	6.19
freshman	word	5.05	3.82	3.78
freshness	word	7.43	4.1	6.29
freshwater	word	7.29	2.82	5.76
fret	word	3.73	5.89	4.24
friar	word	5.2	3.26	5.62
friction	word	4	5.05	4.24
fridge	word	6.29	4.6	5.69
fried	word	5.82	4.09	6.05
friend	word	6.79	4.29	6.31
friendless	word	3.15	4.18	4.63
friendly	word	7.84	4.27	7.6
friendship	word	7.76	5.2	6.95
fright	word	3.26	5	3.95
frighten	word	2.95	4.85	2.71
frightened	word	2.45	5.61	3.05
frightening	word	2.58	4.73	3.39
frightful	word	2.95	5.2	3.55
frigid	word	3.77	3.87	5.61
fringe	word	5.16	4.52	4.48
frisbee	word	6.35	3.33	6.14
frisk	word	4.8	6.6	4.83
frisky	word	6.57	6.05	6.23
frivolous	word	4.65	4.22	4.27
frock	word	4.67	4.48	4.71
frog	word	5.84	4.07	5.5
froggy	word	5.71	3.36	4.78
frolic	word	6.05	4.17	6.05
frontal	word	5.95	4.09	6
frontier	word	6.53	3.95	4.32
frostbite	word	2.1	7.05	4
frosted	word	6.6	3.92	5
frosting	word	7.33	4.4	5.73
frosty	word	6.15	4.61	5
frown	word	3.35	3.61	4.95
fruit	word	7	4.09	6.12
fruit punch	word	6.95	4.75	5
fruitcake	word	5.29	3.43	5.42
fruitful	word	7.11	4.14	6.91
fruitless	word	2.95	3.25	3.59
fruity	word	6.71	5.26	6
frustrated	word	2.55	5.4	3.85
frustrating	word	2.57	5.48	3.72
frustration	word	2.45	5.94	3.27
fry	word	5.95	5	6.44
fryer	word	4.89	4.3	5.39
fuchsia	word	5.14	3.78	5.72
fuck	word	5.23	7.14	5.47
fucker	word	3.52	6.32	4.33
fucking	word	5.09	6.86	4.94
fudge	word	7.62	4.91	5.86
fuel	word	4.1	3.96	6.21
fugitive	word	2.74	5.26	4
fulfill	word	7.33	3.67	6.2
fulfillment	word	6.37	5.56	5.82
full	word	6	3.48	6.06
fullback	word	4.62	4.19	5.2
fullness	word	6.19	3.2	6.27
fumble	word	3.7	5	4.67
fun	word	8.37	6.32	7.04
function	word	5.55	4.1	6.18
functional	word	5.58	3.85	5.26
fund	word	6.55	4.59	6.05
fundamental	word	4.95	3.56	5.33
fundamentalist	word	4.47	4.14	4.36
funding	word	5.45	3.95	4.73
fundraiser	word	5.68	4.29	5.27
fundraising	word	5.63	4.85	6.86
funeral	word	2.07	4.1	3.06
fungus	word	2.79	4.67	3.61
funk	word	3.2	4.52	4.68
funky	word	5.85	4.9	5.4
funnel	word	5.32	2.95	4.35
funny	word	7.59	5.38	6.33
fur	word	5.65	3.64	6.11
furious	word	2.57	6.09	3.89
furlong	word	4.58	3.72	5.71
furlough	word	4.95	3.35	5.16
furnace	word	5.11	3.24	4.82
furnish	word	5.65	3.86	6.41
furnishings	word	6.25	3.22	6.43
furniture	word	5.79	3.05	5.43
furry	word	6.63	3.7	5.26
fury	word	2.73	6.12	4.62
fuse	word	5.05	3.77	5.81
fuselage	word	4.5	3.06	5.04
fusion	word	5.6	5	4.83
fuss	word	3.32	4.77	3.5
fussy	word	2.71	3.61	3.83
futile	word	3.82	4.71	3.23
futility	word	3.8	4.45	3.7
futon	word	5.52	2.82	4.93
future	word	6.68	5.33	5.53
fuzz	word	4.64	3.9	5.41
fuzzy	word	6.53	3.95	4.29
gab	word	5.2	3.78	4.04
gad	word	5.15	3.15	5.04
gadget	word	5.74	3.86	5.36
gaff	word	3.89	3.9	4.4
gag	word	4.43	3.59	3.81
gaga	word	4.58	5.8	4.58
gaggle	word	5.16	3.95	5.7
gaiety	word	5.52	4.61	4.27
gain	word	5.9	4.33	6.82
gal	word	5.27	4.43	5.53
gala	word	6.16	4.67	5.95
galactic	word	7	5.8	4.77
galaxy	word	5.95	5.61	4.76
gall	word	4.3	3.5	4.85
gallant	word	6.38	5.55	5.42
gallbladder	word	4.35	2.75	3.64
gallery	word	6.9	3.32	5.68
galley	word	4.56	3.71	4.79
gallon	word	5.67	3.4	5.32
gallop	word	6.21	4.41	4.86
gallows	word	3.05	5.05	4.48
galore	word	5.95	3.86	6.04
gamble	word	4.81	5.32	3.74
gambler	word	4.15	5.8	4.44
gambling	word	2.89	5.91	4.11
game	word	6.79	5.05	5.84
gaming	word	5.67	5.23	6.29
gamma	word	6.25	4.8	4.86
gander	word	5.55	2.86	5.33
gang	word	2.71	6.55	5.37
gangland	word	3.24	4.26	3.83
gangrene	word	2.5	5.38	3.12
gangster	word	2.59	6.36	4.16
gangway	word	4.5	4.28	5.12
gap	word	4.91	3.6	4.71
gaping	word	4.52	5.84	4.94
garage	word	5.5	4.1	6.11
garbage	word	2.88	3.84	5.15
garbled	word	4	3.72	4.45
garden	word	7.25	3.71	6.13
gardener	word	6.35	2.95	6.77
gardening	word	6.86	3.2	6.32
gargle	word	5.1	3.48	6.61
gargoyle	word	3.95	4.38	4.56
garlic	word	5.67	4.12	6.62
garment	word	5.57	3.5	5.84
garnet	word	6.11	4.24	5.3
garnish	word	5.85	3.7	5.33
garrison	word	4.67	4.04	4.55
garter	word	5.47	4.35	5.14
gas	word	4.06	4.4	4.17
gash	word	3.89	4.9	3.9
gasket	word	4.45	3.42	5
gasoline	word	4.63	4.57	3.63
gasp	word	4.5	5.61	4.68
gassy	word	3.21	3.5	4.26
gastric	word	3.91	4.16	4.43
gate	word	5.32	4.5	5.95
gatekeeper	word	5.4	3.9	5.08
gateway	word	5.75	3.81	6.16
gather	word	5.72	3.7	6.16
gator	word	4.14	5.95	3.7
gatorade	word	5.7	3.95	5.48
gaudy	word	3.55	4.33	5.8
gauge	word	5.17	3.5	5.23
gauntlet	word	4.76	4.43	5.29
gauze	word	4.5	3.2	4.76
gavel	word	4.3	2.72	4.21
gay	word	6.11	4.05	4.78
gaze	word	6.15	4.15	6.35
gazebo	word	6.52	3.5	5.3
gazelle	word	6.47	4.05	5.2
gazette	word	5.05	4.18	5.16
gazillion	word	5.95	5.57	4.21
gear	word	5.19	3.17	5.9
geek	word	5.56	3.82	5.5
geeky	word	5.55	3.8	6.45
geezer	word	3.65	3.29	3.33
geisha	word	5.74	4.24	5
gel	word	5.67	3.21	5.25
gelatin	word	4.35	4.05	5.47
gelding	word	4.89	3.59	5.48
gem	word	7.35	4.44	6.09
gender	word	5.05	4.05	5.42
genealogy	word	5.85	3.94	4.96
general	word	5.32	3.71	5.24
generate	word	6.14	4	5.45
generation	word	6.08	4.24	5.23
generator	word	5.65	3.62	5.48
generic	word	4.5	2.5	4.68
generosity	word	7.55	4.29	6.56
generous	word	7.43	5.7	6.81
genetic	word	4.79	3.83	3.76
genetics	word	4.84	4.27	3.29
genie	word	6.1	4.41	5.32
genital	word	4.45	5.86	4.74
genitalia	word	4.16	5.77	5.12
genius	word	7.52	6.2	7.37
genocide	word	1.62	5.83	2.5
genome	word	5.84	3.41	4.32
genre	word	6	3.59	5
gent	word	5.86	3.05	5.1
genteel	word	5.09	2.38	6
gentile	word	5.29	3.09	5.56
gentle	word	7.42	3.17	6.95
gentleman	word	7.5	4.14	6.06
gentlemanly	word	6.77	3.91	7
gentry	word	5.45	2.57	6.12
genuine	word	7.11	4.27	7.5
geographic	word	6.21	3.05	4.57
geographical	word	6.21	3.18	4.65
geography	word	5.4	2.56	4.45
geological	word	6.43	3.95	5.61
geologist	word	6.62	3.75	5.81
geology	word	5.89	4.3	4.74
geometric	word	5.24	4.21	5.36
geometry	word	4.57	3.09	5.04
gerbil	word	5.2	2.59	5.38
geriatric	word	3.58	2.55	3.85
germ	word	2.5	4.1	3.65
germs	word	2.68	5.28	3
gesture	word	5.75	4.36	5.85
get	word	6.09	3.67	5.65
getaway	word	5.47	3.6	6.47
getup	word	5.53	4.36	5.68
ghastly	word	3.05	5	3.95
ghetto	word	3.16	7.05	3.77
ghost	word	4.23	5.7	4.47
ghostly	word	4.14	5.71	4.14
ghoul	word	2.84	4.95	4.3
GI Joe	word	5.68	4.82	5.18
giant	word	5.41	5.1	6.68
gibberish	word	4.3	4.62	5.21
giddy	word	6.17	5.32	6.4
